id_persona|numero_cedula|nombre|apellido|peso|altura|sexo|edad|ciudad
1698|0921411760|José|García|88.5|1.75|M|49|Guayaquil
1699|1781072215|Laura|Torres|98.6|1.72|M|25|Quito
1700|0951354367|Juan|Vera|62.9|1.67|F|42|Guayaquil
1701|1720845960|Camila|García|87.6|1.72|M|19|Quito
1702|1705485641|Luis|Vera|77.2|1.59|M|50|Quito
1703|0997866188|Ana|Herrera|63.2|1.53|F|35|Guayaquil
1704|0154438100|Juan|Herrera|101.7|1.58|M|40|Cuenca
1705|0912663905|Juan|Vera|71.4|1.69|M|34|Guayaquil
1706|0166723419|Juan|Vera|88.1|1.59|M|40|Cuenca
1707|0996618411|Camila|López|79.4|1.86|M|41|Guayaquil
1708|0151224935|María|Torres|51.9|1.6|F|46|Cuenca
1709|1738217847|Laura|García|53.3|1.64|F|29|Quito
1710|0993042648|Carlos|Ramírez|47.5|1.61|F|18|Guayaquil
1711|0175524400|Laura|Torres|48.8|1.54|F|44|Cuenca
1712|1778408268|María|Moreno|59.0|1.56|F|34|Quito
1713|0994554245|Laura|Mendoza|69.5|1.61|F|20|Guayaquil
1714|0113012410|Sofía|Pérez|104.4|1.81|M|43|Cuenca
1715|0159517523|Luis|Pérez|68.8|1.69|F|50|Cuenca
1716|1788369763|Pedro|Torres|75.3|1.8|M|37|Quito
1717|1729134982|Ana|Vera|71.1|1.63|F|21|Quito
1718|0960943210|Camila|Herrera|78.3|1.78|M|24|Guayaquil
1719|0120333928|María|Mendoza|71.5|1.7|F|38|Cuenca
1720|0963196978|Carlos|Ramírez|59.4|1.64|F|19|Guayaquil
1721|1798465333|José|Herrera|62.7|1.86|M|42|Quito
1722|1796592139|Juan|Herrera|71.5|1.61|F|41|Quito
1723|1746911117|María|Vera|87.6|1.67|M|30|Quito
1724|1745581758|Carlos|Torres|61.1|1.67|F|50|Quito
1725|0151080137|Sofía|Ramírez|78.3|1.52|F|22|Cuenca
1726|1755398586|Carlos|Mendoza|71.3|1.7|M|34|Quito
1727|1753637245|Carlos|Ramírez|87.3|1.65|M|24|Quito
1728|1798103547|José|Cedeño|86.4|1.63|M|27|Quito
1729|0906280408|María|Mendoza|52.8|1.64|F|42|Guayaquil
1730|1776909999|Camila|García|72.5|1.62|F|42|Quito
1731|0921876513|Sofía|Ramírez|65.0|1.85|M|42|Guayaquil
1732|1707414821|Pedro|Moreno|70.0|1.66|M|37|Quito
1733|0143895901|José|Pérez|69.8|1.83|M|50|Cuenca
1734|1716970132|Ana|Cedeño|71.6|1.68|F|18|Quito
1735|1780571704|José|Mendoza|87.0|1.8|M|32|Quito
1736|0919636575|Camila|Torres|72.3|1.74|M|38|Guayaquil
1737|1753012305|Camila|Moreno|55.6|1.61|F|31|Quito
1738|1770119160|María|Mendoza|78.5|1.84|M|24|Quito
1739|0950732598|Sofía|Moreno|78.4|1.79|M|32|Guayaquil
1740|1791600443|José|Moreno|64.3|1.58|F|38|Quito
1741|1750222925|Sofía|Ramírez|63.6|1.59|F|49|Quito
1742|0917690592|Pedro|Mendoza|58.3|1.62|F|41|Guayaquil
1743|0951023590|José|Ramírez|91.6|1.8|M|23|Guayaquil
1744|0930039419|Pedro|Torres|61.1|1.62|F|26|Guayaquil
1745|0997142772|Luis|Herrera|76.6|1.48|F|18|Guayaquil
1746|0992018261|Luis|López|68.2|1.59|F|42|Guayaquil
1747|0932553957|Camila|Herrera|64.1|1.64|F|26|Guayaquil
1748|1736456767|Pedro|Pérez|77.4|1.79|M|31|Quito
1749|1732150313|Sofía|Vera|72.6|1.55|F|26|Quito
1750|0136456756|Laura|López|85.7|1.82|M|45|Cuenca
1751|0946131022|Juan|López|81.0|1.66|M|36|Guayaquil
1752|1747743941|Camila|Vera|63.9|1.65|F|50|Quito
1753|1777287857|Carlos|Mendoza|77.8|1.8|M|20|Quito
1754|0992762918|Juan|Vera|83.8|1.78|M|19|Guayaquil
1755|0198244840|Juan|Pérez|59.5|1.65|F|22|Cuenca
1756|0927031730|Camila|Mendoza|84.9|1.77|M|38|Guayaquil
1757|0136313154|Carlos|Ramírez|79.4|1.67|M|29|Cuenca
1758|0109059110|Laura|García|94.3|1.79|M|29|Cuenca
1759|0125675094|Carlos|Moreno|79.3|1.72|M|33|Cuenca
1760|1748122935|Carlos|Ramírez|80.7|1.8|M|40|Quito
1761|0927156823|Sofía|Herrera|55.4|1.74|M|20|Guayaquil
1762|0924749795|Sofía|Vera|81.0|1.83|M|34|Guayaquil
1763|0145846680|Carlos|Herrera|62.3|1.58|F|29|Cuenca
1764|0912476217|Pedro|Mendoza|59.5|1.69|F|39|Guayaquil
1765|0961851936|María|Cedeño|63.4|1.74|F|23|Guayaquil
1766|0973262511|Luis|Ramírez|72.3|1.55|F|42|Guayaquil
1767|0998448995|Laura|Ramírez|67.8|1.57|F|22|Guayaquil
1768|1708805120|Ana|García|95.2|1.8|M|46|Quito
1769|0116611310|Laura|Torres|75.0|1.89|M|50|Cuenca
1770|0973700439|Pedro|Ramírez|65.3|1.7|F|34|Guayaquil
1771|0175367404|Ana|García|71.9|1.57|F|47|Cuenca
1772|1727758187|Sofía|Ramírez|62.7|1.57|F|33|Quito
1773|0996622812|Carlos|Torres|78.2|1.74|M|35|Guayaquil
1774|0161400923|Camila|Cedeño|62.3|1.49|F|41|Cuenca
1775|1795484862|José|Vera|61.7|1.68|F|49|Quito
1776|0148730398|Pedro|López|50.1|1.62|F|29|Cuenca
1777|1729877454|María|Moreno|66.2|1.61|F|19|Quito
1778|1791051436|Ana|Cedeño|59.2|1.69|F|36|Quito
1779|0972042937|Laura|Torres|85.4|1.79|M|30|Guayaquil
1780|0136051723|Juan|Vera|63.5|1.68|F|44|Cuenca
1781|0170359003|Camila|García|75.1|1.69|F|46|Cuenca
1782|1769630100|Carlos|Vera|55.7|1.57|F|30|Quito
1783|1798661678|Camila|Ramírez|64.7|1.67|F|20|Quito
1784|0917128608|Luis|Mendoza|73.4|1.87|M|34|Guayaquil
1785|0998855762|Juan|García|77.3|1.79|M|50|Guayaquil
1786|1746027573|Sofía|Pérez|71.0|1.46|F|33|Quito
1787|1770950013|Juan|López|65.0|1.62|F|38|Quito
1788|0938559322|Camila|Mendoza|68.4|1.53|F|40|Guayaquil
1789|1765154789|Camila|Herrera|60.5|1.58|F|32|Quito
1790|0966576870|Laura|Mendoza|74.9|1.61|F|39|Guayaquil
1791|0992739838|José|Mendoza|88.5|1.63|M|37|Guayaquil
1792|1725136954|Ana|Herrera|73.3|1.75|M|48|Quito
1793|0137271386|Pedro|Pérez|71.2|1.73|M|20|Cuenca
1794|1744844354|Luis|Mendoza|59.9|1.71|F|23|Quito
1795|0949285245|Juan|Mendoza|72.7|1.78|M|32|Guayaquil
1796|0184261504|María|García|83.6|1.9|M|39|Cuenca
1797|1784662449|José|López|62.1|1.51|F|35|Quito
1798|1736942220|Sofía|Ramírez|81.1|1.77|M|22|Quito
1799|0905535092|Laura|Mendoza|46.6|1.67|F|23|Guayaquil
1800|0931690888|José|Ramírez|78.1|1.73|M|35|Guayaquil
1801|0180703692|Carlos|Vera|65.9|1.7|F|26|Cuenca
1802|0955934134|Carlos|Ramírez|91.0|1.69|M|40|Guayaquil
1803|0919411993|Laura|López|61.2|1.62|F|18|Guayaquil
1804|0977745725|Laura|Torres|70.9|1.82|M|32|Guayaquil
1805|0929495459|Pedro|Pérez|55.6|1.56|F|36|Guayaquil
1806|1775780656|Carlos|Mendoza|64.5|1.47|F|32|Quito
1807|1721237680|Camila|Herrera|62.0|1.57|F|23|Quito
1808|0918057537|Pedro|Ramírez|68.7|1.52|F|36|Guayaquil
1809|1790967699|José|López|97.5|1.72|M|36|Quito
1810|0923574445|José|Herrera|96.8|1.67|M|27|Guayaquil
1811|0907356777|Sofía|López|78.0|1.66|F|50|Guayaquil
1812|0958694795|María|Torres|74.4|1.74|F|23|Guayaquil
1813|0144110962|Sofía|Ramírez|86.5|1.74|M|29|Cuenca
1814|1774056677|Sofía|Torres|64.9|1.56|F|39|Quito
1815|0973763310|Luis|García|86.0|1.79|M|46|Guayaquil
1816|0110806127|Luis|Torres|75.2|1.66|F|33|Cuenca
1817|0909944195|Laura|Cedeño|80.0|1.77|M|30|Guayaquil
1818|0925135278|Carlos|García|87.7|1.78|F|35|Guayaquil
1819|1783419092|Ana|Moreno|76.8|1.63|F|50|Quito
1820|0995435087|Luis|Cedeño|58.4|1.61|F|38|Guayaquil
1821|1702971329|José|Moreno|69.0|1.55|F|21|Quito
1822|0109583442|Pedro|Cedeño|87.7|1.82|M|29|Cuenca
1823|0908054384|Luis|Torres|81.9|1.75|M|30|Guayaquil
1824|0975973630|Luis|Ramírez|59.2|1.83|F|38|Guayaquil
1825|0979205047|Luis|Pérez|63.8|1.55|F|37|Guayaquil
1826|1722767254|Camila|Mendoza|68.2|1.66|F|32|Quito
1827|1724131891|Juan|López|79.5|1.63|M|18|Quito
1828|0925463948|Pedro|Mendoza|63.3|1.66|F|29|Guayaquil
1829|1796557977|María|Cedeño|76.1|1.71|M|23|Quito
1830|0950254900|Camila|Vera|60.4|1.65|F|30|Guayaquil
1831|0961806007|Carlos|Vera|71.9|1.79|M|21|Guayaquil
1832|0926073982|Sofía|Ramírez|67.7|1.6|F|20|Guayaquil
1833|1711233076|Pedro|Mendoza|65.8|1.63|F|24|Quito
1834|0104569219|José|Moreno|57.8|1.63|F|36|Cuenca
1835|0933056788|Carlos|Pérez|61.2|1.7|F|46|Guayaquil
1836|0962132463|Carlos|López|65.2|1.63|F|44|Guayaquil
1837|0102089307|Camila|Pérez|71.5|1.62|F|40|Cuenca
1838|0140635483|Luis|Herrera|61.0|1.42|F|38|Cuenca
1839|0178795936|Ana|Mendoza|64.7|1.51|F|44|Cuenca
1840|0935294725|Carlos|García|74.0|1.73|M|48|Guayaquil
1841|1744076090|Juan|Mendoza|57.7|1.52|F|47|Quito
1842|0131575724|Camila|Cedeño|55.0|1.69|F|30|Cuenca
1843|0941798333|Pedro|Mendoza|49.3|1.71|F|26|Guayaquil
1844|1788293794|José|Moreno|74.3|1.69|M|33|Quito
1845|1717677403|Camila|Vera|53.6|1.81|M|29|Quito
1846|0182674677|Sofía|Vera|85.5|1.7|M|45|Cuenca
1847|0927843011|Carlos|Herrera|82.3|1.78|M|32|Guayaquil
1848|0996312462|Sofía|Moreno|61.7|1.61|F|29|Guayaquil
1849|0901792941|María|Cedeño|95.1|1.65|M|32|Guayaquil
1850|0109858218|Juan|Pérez|62.9|1.61|F|45|Cuenca
1851|0118355772|Carlos|Ramírez|64.2|1.59|F|42|Cuenca
1852|0117002703|Laura|Moreno|89.6|1.74|M|35|Cuenca
1853|0974051929|Sofía|Vera|62.0|1.59|F|32|Guayaquil
1854|0184756320|María|Torres|66.7|1.7|F|31|Cuenca
1855|0939716946|Camila|López|71.0|1.67|M|30|Guayaquil
1856|0901340741|Laura|Herrera|83.6|1.74|M|25|Guayaquil
1857|0995487845|Sofía|López|61.1|1.56|F|31|Guayaquil
1858|0974726189|Carlos|Mendoza|67.6|1.53|F|32|Guayaquil
1859|1720836479|Ana|Moreno|59.5|1.64|F|31|Quito
1860|1796884185|María|Ramírez|91.4|1.79|M|43|Quito
1861|1785585176|José|Pérez|65.2|1.65|F|34|Quito
1862|1714411797|Camila|Herrera|71.0|1.82|M|38|Quito
1863|0910811068|Juan|Pérez|74.6|1.72|M|39|Guayaquil
1864|1753860858|Laura|Ramírez|64.6|1.61|F|27|Quito
1865|0986791171|Carlos|Moreno|84.6|1.77|M|39|Guayaquil
1866|0959584293|Pedro|Cedeño|86.4|1.76|M|26|Guayaquil
1867|0923462273|José|Moreno|81.5|1.66|M|46|Guayaquil
1868|0974417181|José|Pérez|80.6|1.76|M|20|Guayaquil
1869|0900198192|José|Cedeño|82.6|1.63|F|24|Guayaquil
1870|1777621881|Carlos|Herrera|79.1|1.71|F|27|Quito
1871|0196979045|José|Torres|71.3|1.71|M|26|Cuenca
1872|0171617237|Luis|Herrera|61.3|1.66|F|32|Cuenca
1873|1789111618|Pedro|García|57.8|1.61|F|29|Quito
1874|1707978716|Laura|Pérez|67.8|1.58|F|22|Quito
1875|1720237566|Juan|Torres|65.2|1.74|M|19|Quito
1876|0930836335|José|Mendoza|76.4|1.47|F|33|Guayaquil
1877|0126781145|Luis|García|88.8|1.75|M|47|Cuenca
1878|0943177421|Pedro|Moreno|67.1|1.53|F|27|Guayaquil
1879|1727319023|Laura|López|69.5|1.7|F|38|Quito
1880|0182982860|Carlos|Moreno|82.4|1.81|M|40|Cuenca
1881|1718119920|José|López|87.7|1.87|M|39|Quito
1882|0100231630|Juan|García|76.3|1.73|F|42|Cuenca
1883|1748627302|María|Ramírez|70.7|1.88|M|28|Quito
1884|0129992932|Sofía|Vera|59.7|1.73|M|36|Cuenca
1885|0944342160|Camila|Pérez|68.6|1.7|F|20|Guayaquil
1886|0986433131|Sofía|Moreno|71.8|1.42|F|47|Guayaquil
1887|0126724730|José|Moreno|60.9|1.73|F|20|Cuenca
1888|0948736526|Luis|López|50.8|1.53|F|32|Guayaquil
1889|0977702700|José|Herrera|76.2|1.7|M|50|Guayaquil
1890|0912714045|Laura|Mendoza|63.6|1.54|F|26|Guayaquil
1891|0937586726|Luis|Pérez|69.7|1.6|F|34|Guayaquil
1892|0123848492|María|Vera|67.8|1.61|F|32|Cuenca
1893|0948407578|José|Herrera|96.7|1.88|M|50|Guayaquil
1894|0998392252|José|López|59.4|1.75|M|18|Guayaquil
1895|0177477087|Carlos|López|96.0|1.77|M|38|Cuenca
1896|0919748823|María|Mendoza|66.3|1.62|F|49|Guayaquil
1897|1740416091|Laura|López|79.9|1.78|M|29|Quito
1898|1755978957|Luis|Ramírez|76.1|1.72|M|41|Quito
1899|0951068407|José|García|56.2|1.8|F|24|Guayaquil
1900|0161902739|Juan|García|88.3|1.86|M|26|Cuenca
1901|0183930074|Ana|Vera|70.0|1.82|M|32|Cuenca
1902|0190846447|María|Mendoza|48.4|1.69|F|24|Cuenca
1903|0932520076|Ana|Moreno|81.1|1.73|M|32|Guayaquil
1904|1751745540|María|Cedeño|65.0|1.5|F|29|Quito
1905|1723316572|Ana|Mendoza|70.2|1.8|F|24|Quito
1906|0908418950|Luis|López|83.3|1.68|M|41|Guayaquil
1907|1746507448|José|López|73.6|1.79|M|33|Quito
1908|0129066040|María|Vera|88.2|1.71|M|35|Cuenca
1909|1775471132|Luis|López|85.7|1.75|M|47|Quito
1910|1722587170|Laura|Herrera|63.0|1.59|F|48|Quito
1911|0901748674|Sofía|Torres|79.6|1.58|M|18|Guayaquil
1912|0117971859|Pedro|García|94.6|1.8|M|31|Cuenca
1913|0953581466|Luis|Cedeño|70.5|1.51|F|35|Guayaquil
1914|1797237220|Luis|López|68.9|1.63|M|28|Quito
1915|0987911545|Sofía|García|69.1|1.66|F|32|Guayaquil
1916|0964231434|Pedro|Ramírez|62.7|1.7|F|18|Guayaquil
1917|0964294846|Luis|Pérez|83.0|1.79|M|46|Guayaquil
1918|1710215640|Camila|Torres|93.2|1.74|M|24|Quito
1919|0956065708|Sofía|Moreno|61.8|1.67|M|33|Guayaquil
1920|1704068466|Ana|Pérez|72.8|1.66|M|32|Quito
1921|0142586162|Ana|Pérez|90.5|1.75|M|22|Cuenca
1922|0985672221|Ana|Moreno|68.5|1.71|F|42|Guayaquil
1923|0942607313|Ana|Moreno|78.6|1.69|M|50|Guayaquil
1924|0132802387|José|Cedeño|67.2|1.93|M|38|Cuenca
1925|0979493595|Camila|Mendoza|80.3|1.73|M|29|Guayaquil
1926|1798292971|Luis|Ramírez|58.1|1.63|F|28|Quito
1927|0108157022|Camila|Moreno|88.3|1.73|M|39|Cuenca
1928|1758770548|Pedro|Torres|84.3|1.77|M|29|Quito
1929|1709215802|Juan|Vera|81.1|1.63|M|25|Quito
1930|0959481012|Sofía|Cedeño|68.2|1.62|F|28|Guayaquil
1931|0980359681|José|Mendoza|71.7|1.47|F|30|Guayaquil
1932|0921460258|Laura|Pérez|86.1|1.82|M|25|Guayaquil
1933|0938858829|Juan|Torres|80.8|1.58|M|34|Guayaquil
1934|0906197420|José|Moreno|96.5|1.64|M|48|Guayaquil
1935|0976042720|Luis|García|66.5|1.65|F|24|Guayaquil
1936|1720822598|Sofía|Moreno|56.0|1.62|F|47|Quito
1937|0168005815|Juan|López|64.9|1.59|F|26|Cuenca
1938|0917226963|Luis|Herrera|78.5|1.59|M|20|Guayaquil
1939|1772835527|Sofía|Herrera|69.1|1.78|F|49|Quito
1940|1789870721|Camila|Ramírez|51.7|1.84|M|36|Quito
1941|1728014104|Juan|Moreno|66.6|1.56|F|49|Quito
1942|0918864307|Luis|Ramírez|71.3|1.82|M|26|Guayaquil
1943|0120891215|Luis|Moreno|59.9|1.79|M|23|Cuenca
1944|0928916209|Luis|Torres|72.9|1.75|M|47|Guayaquil
1945|0194039294|Sofía|Vera|67.4|1.67|M|21|Cuenca
1946|0934643139|Ana|García|74.5|1.77|M|28|Guayaquil
1947|0126917364|Luis|Mendoza|75.4|1.79|M|22|Cuenca
1948|0933190912|Juan|Pérez|71.6|1.75|M|36|Guayaquil
1949|0930470302|Carlos|Herrera|100.0|1.83|M|49|Guayaquil
1950|0906268376|María|Vera|88.0|1.85|M|47|Guayaquil
1951|0985928784|Carlos|Pérez|71.7|1.58|F|48|Guayaquil
1952|1705582639|Juan|Torres|80.7|1.75|M|22|Quito
1953|0125966001|Camila|López|70.7|1.53|F|22|Cuenca
1954|0982248647|Carlos|Pérez|75.6|1.58|F|27|Guayaquil
1955|0143781118|Laura|García|82.7|1.65|M|33|Cuenca
1956|1790961681|Luis|García|67.8|1.66|F|22|Quito
1957|0156591352|Luis|Vera|67.7|1.57|F|46|Cuenca
1958|0182616147|José|García|65.7|1.62|F|22|Cuenca
1959|0171857652|María|López|64.4|1.76|M|31|Cuenca
1960|1764166384|Camila|López|70.0|1.78|M|27|Quito
1961|1780335272|Juan|Vera|63.0|1.87|M|26|Quito
1962|1747597748|María|Moreno|84.7|1.85|M|43|Quito
1963|0981811426|Juan|Mendoza|63.3|1.59|F|46|Guayaquil
1964|1797219950|Juan|Torres|70.9|1.79|M|41|Quito
1965|0999968855|Camila|Moreno|72.5|1.55|F|27|Guayaquil
1966|1756311019|Pedro|Ramírez|51.0|1.73|M|29|Quito
1967|0954985811|María|Mendoza|75.7|1.77|M|23|Guayaquil
1968|1780368160|Juan|Herrera|84.3|1.67|M|48|Quito
1969|1704434500|Sofía|Pérez|100.9|1.84|M|34|Quito
1970|0973842875|Sofía|López|77.4|1.68|M|45|Guayaquil
1971|0153130959|Sofía|Ramírez|72.1|1.76|F|50|Cuenca
1972|0164439381|Juan|López|86.2|1.76|M|23|Cuenca
1973|0115656769|Laura|López|72.4|1.76|F|19|Cuenca
1974|0913841002|Luis|Torres|54.6|1.71|F|44|Guayaquil
1975|1774192779|Juan|Moreno|58.3|1.61|F|46|Quito
1976|0916135936|Laura|Torres|74.6|1.63|F|37|Guayaquil
1977|1724177200|Laura|López|75.6|1.54|F|18|Quito
1978|1744632222|Sofía|Torres|72.3|1.81|M|28|Quito
1979|0135705799|Camila|Herrera|72.0|1.64|M|32|Cuenca
1980|0953560616|Luis|Herrera|77.3|1.73|M|23|Guayaquil
1981|0950710139|José|Torres|75.9|1.69|F|40|Guayaquil
1982|1716478145|María|López|72.1|1.79|M|40|Quito
1983|0957541829|Luis|Moreno|63.0|1.63|F|25|Guayaquil
1984|0964122112|María|Pérez|63.5|1.68|F|34|Guayaquil
1985|0926259833|Luis|Vera|95.0|1.81|M|30|Guayaquil
1986|1701430387|Luis|García|74.0|1.68|M|33|Quito
1987|0196712491|Luis|Ramírez|75.1|1.42|F|25|Cuenca
1988|0113332553|Juan|Moreno|90.1|1.61|M|46|Cuenca
1989|1734250814|Laura|Moreno|80.1|1.71|M|42|Quito
1990|0954050491|Camila|Vera|74.9|1.96|M|27|Guayaquil
1991|1755174939|María|Vera|68.6|1.6|F|46|Quito
1992|1749917342|José|Cedeño|66.7|1.71|M|49|Quito
1993|0955736485|María|López|61.0|1.78|F|41|Guayaquil
1994|1735136640|Sofía|Mendoza|55.3|1.6|F|26|Quito
1995|0933209747|Ana|Cedeño|74.3|1.58|F|18|Guayaquil
1996|1798945491|Sofía|López|69.4|1.82|M|50|Quito
1997|1749633336|Laura|Mendoza|72.1|1.61|F|35|Quito
1998|0123451348|Laura|Pérez|78.9|1.72|M|33|Cuenca
1999|0958432592|Camila|Vera|57.8|1.65|F|30|Guayaquil
2000|0950054918|Sofía|Herrera|77.0|1.63|F|39|Guayaquil
2001|0901871735|Luis|López|53.3|1.62|F|46|Guayaquil
2002|0964881176|Sofía|Torres|55.7|1.79|M|36|Guayaquil
2003|0985413295|Luis|Vera|77.9|1.61|F|26|Guayaquil
2004|0114638051|Sofía|Ramírez|71.0|1.69|F|41|Cuenca
2005|1700717213|Sofía|Vera|91.2|1.84|M|34|Quito
2006|0913358959|Sofía|Pérez|61.4|1.7|F|35|Guayaquil
2007|0916294950|Pedro|Cedeño|45.5|1.54|F|18|Guayaquil
2008|0924363614|José|Cedeño|64.6|1.54|F|34|Guayaquil
2009|0171942219|Ana|López|71.4|1.74|M|29|Cuenca
2010|0922695302|Ana|Moreno|80.9|1.47|F|50|Guayaquil
2011|0163308725|María|Ramírez|78.4|1.68|M|21|Cuenca
2012|1714941393|Pedro|Vera|57.6|1.67|F|35|Quito
2013|0934874290|Carlos|Herrera|75.5|1.62|F|47|Guayaquil
2014|0949199267|Sofía|López|60.9|1.5|F|47|Guayaquil
2015|1758169994|Camila|García|50.0|1.57|F|24|Quito
2016|0127854058|Laura|Ramírez|68.2|1.65|F|45|Cuenca
2017|0981633007|Juan|Pérez|69.7|1.69|M|48|Guayaquil
2018|1703599623|José|Cedeño|60.8|1.67|F|21|Quito
2019|1771397980|Pedro|Pérez|74.5|1.65|F|26|Quito
2020|1786390844|Carlos|Pérez|61.8|1.69|F|24|Quito
2021|0128461239|Juan|Mendoza|99.3|1.57|M|39|Cuenca
2022|0922020106|José|Pérez|61.9|1.61|F|29|Guayaquil
2023|0968436170|Juan|García|63.4|1.61|F|30|Guayaquil
2024|0948832672|Juan|Torres|63.9|1.69|M|36|Guayaquil
2025|1733340172|José|Cedeño|83.2|1.66|M|50|Quito
2026|1775161883|Ana|García|77.5|1.72|M|50|Quito
2027|0948609399|Luis|López|63.5|1.66|F|33|Guayaquil
2028|0976461174|Laura|Vera|75.8|1.78|M|40|Guayaquil
2029|1778056248|Pedro|Ramírez|89.1|1.78|M|34|Quito
2030|0135689454|José|Moreno|89.9|1.68|M|19|Cuenca
2031|0128178695|Ana|Ramírez|77.2|1.78|M|26|Cuenca
2032|0922308826|Laura|García|83.9|1.85|M|19|Guayaquil
2033|1782072321|Carlos|Pérez|105.5|1.78|M|18|Quito
2034|1778504861|Carlos|Vera|78.4|1.86|M|32|Quito
2035|1729228111|Pedro|Herrera|66.1|1.58|F|50|Quito
2036|0105891661|María|Herrera|85.5|1.68|M|47|Cuenca
2037|0992063910|María|Vera|56.0|1.83|M|23|Guayaquil
2038|0977539105|Laura|Vera|70.3|1.77|M|29|Guayaquil
2039|0917635715|Juan|García|65.1|1.63|F|19|Guayaquil
2040|0987026081|Juan|Cedeño|67.9|1.74|M|22|Guayaquil
2041|1784341053|Pedro|Torres|58.8|1.58|F|31|Quito
2042|1749009323|Laura|Cedeño|82.1|1.77|M|31|Quito
2043|0937695364|Ana|Pérez|69.2|1.68|F|37|Guayaquil
2044|0196017689|Pedro|Cedeño|43.8|1.58|F|27|Cuenca
2045|0989535522|Ana|Vera|67.0|1.78|F|38|Guayaquil
2046|1736870948|Laura|Herrera|64.7|1.66|F|18|Quito
2047|0962448011|Pedro|Ramírez|92.7|1.74|M|39|Guayaquil
2048|0917499090|Camila|Moreno|50.5|1.76|F|34|Guayaquil
2049|1716651328|Luis|García|68.3|1.67|F|23|Quito
2050|0142182593|Camila|García|64.6|1.98|M|27|Cuenca
2051|0963029699|Juan|Torres|34.0|1.63|F|20|Guayaquil
2052|1708229068|Sofía|Moreno|69.9|1.6|F|34|Quito
2053|0925229250|Juan|Vera|65.5|1.67|F|20|Guayaquil
2054|1774398222|Ana|García|88.8|1.78|M|24|Quito
2055|0957242110|María|Herrera|68.4|1.67|F|35|Guayaquil
2056|1797691625|Pedro|Torres|57.4|1.66|F|36|Quito
2057|0127158361|Laura|Moreno|54.0|1.67|F|45|Cuenca
2058|0110141479|Camila|López|57.4|1.56|F|42|Cuenca
2059|1729594131|María|López|74.2|1.72|M|18|Quito
2060|0938448257|José|Cedeño|69.7|1.76|M|39|Guayaquil
2061|0948926304|Juan|Pérez|63.6|1.63|F|43|Guayaquil
2062|1701851388|José|Moreno|69.9|1.68|F|50|Quito
2063|0912388261|María|Torres|70.8|1.56|F|22|Guayaquil
2064|1741310502|Laura|Cedeño|69.9|1.61|F|35|Quito
2065|0148075128|Carlos|Cedeño|58.5|1.74|F|36|Cuenca
2066|1795924591|José|García|74.8|1.77|M|50|Quito
2067|0939530889|Juan|Moreno|82.1|1.71|M|19|Guayaquil
2068|1795732294|Camila|Vera|65.8|1.65|F|36|Quito
2069|1776593262|María|García|56.6|1.66|F|30|Quito
2070|1703275706|Camila|Herrera|67.3|1.77|M|38|Quito
2071|0191097984|Luis|Mendoza|54.3|1.99|M|45|Cuenca
2072|0903420564|Juan|Pérez|81.8|1.73|M|41|Guayaquil
2073|0997830904|Juan|Vera|69.1|1.67|M|24|Guayaquil
2074|0156704351|María|Vera|78.7|1.63|F|40|Cuenca
2075|0174211840|José|Cedeño|76.2|1.84|M|26|Cuenca
2076|0997142233|Ana|Torres|78.8|1.66|M|20|Guayaquil
2077|0908156548|Camila|Vera|75.3|1.63|F|34|Guayaquil
2078|0989439326|María|Mendoza|82.9|1.68|M|50|Guayaquil
2079|0920334742|Carlos|García|61.7|1.56|F|40|Guayaquil
2080|0136899439|Sofía|López|55.1|1.75|M|36|Cuenca
2081|0924681285|José|Moreno|75.2|1.83|M|40|Guayaquil
2082|1786713487|Carlos|Torres|71.7|1.81|M|18|Quito
2083|0159772716|Laura|Pérez|82.5|1.61|M|23|Cuenca
2084|0988828037|Ana|Moreno|71.0|1.52|F|45|Guayaquil
2085|1700070686|Sofía|Herrera|84.2|1.69|M|27|Quito
2086|0950355994|Ana|Herrera|80.3|1.74|F|19|Guayaquil
2087|0180903636|Carlos|Herrera|82.6|1.73|M|36|Cuenca
2088|0900242999|Ana|Vera|68.0|1.59|F|39|Guayaquil
2089|0138017431|María|Ramírez|73.9|1.74|M|29|Cuenca
2090|0954450564|Ana|Vera|65.8|1.62|F|32|Guayaquil
2091|0973257696|José|Torres|61.7|1.8|F|31|Guayaquil
2092|0985220593|Luis|Herrera|77.4|1.75|M|40|Guayaquil
2093|1713936807|Luis|Pérez|61.1|1.76|M|40|Quito
2094|0186829328|Camila|Mendoza|62.4|1.67|F|25|Cuenca
2095|1714463887|María|López|91.6|1.79|M|30|Quito
2096|1791764983|Pedro|Torres|58.0|1.59|F|28|Quito
2097|0187891296|Camila|Moreno|61.4|1.59|F|24|Cuenca
2098|0964208176|Juan|Pérez|90.4|1.75|M|29|Guayaquil
2099|1750087025|Ana|García|90.1|1.73|M|24|Quito
2100|1763291051|Pedro|García|78.9|1.67|F|21|Quito
2101|1738111372|Carlos|López|66.8|1.76|F|34|Quito
2102|0995472207|María|Pérez|56.3|1.73|F|34|Guayaquil
2103|0146506270|Juan|Ramírez|82.7|1.59|M|48|Cuenca
2104|1795391953|Camila|Cedeño|52.1|1.65|F|18|Quito
2105|1704937387|Luis|Moreno|85.9|1.77|M|30|Quito
2106|0971691059|Luis|Mendoza|92.0|1.71|M|33|Guayaquil
