id_pedido,fecha,cliente,pais,producto,cantidad,precio_unitario,total
A0347,2025-01-10,Ruben Gisbert Garrido,Colombia,Router,3,100,300
A0348,2025-01-24,Emperatriz Cuadrado Carnero,Ecuador,Webcam,1,70,70
A0349,2025-01-20,Nando Clímaco Simó Marquez,Perú,Router,2,100,200
A0350,2025-01-22,Íngrid Falcón-Castejón,Chile,Webcam,5,70,350
A0351,2025-01-06,Eduardo Baena-Alberto,Chile,Tablet,2,250,500
A0352,2025-01-22,Maximiano Alfaro,Perú,Silla ergonómica,2,150,300
A0353,2025-01-05,Ana Arana Prada,Argentina,Router,1,100,100
A0354,2025-01-09,Clotilde Francisco Iriarte,Colombia,Webcam,4,70,280
A0355,2025-01-02,Jose Miguel Peñas Benet,Argentina,Impresora,2,300,600
A0356,2025-01-22,Beatriz Roig,Perú,Monitor,3,200,600
A0357,2025-01-25,Filomena Valentín Pablo,Ecuador,Impresora,4,300,1200
A0358,2025-01-06,Renato Estrada Maza,Colombia,Monitor,5,200,1000
A0359,2025-01-15,Alondra Fernanda Neira Valera,Colombia,Silla ergonómica,1,150,150
A0360,2025-01-13,Artemio Pineda,Argentina,Webcam,5,70,350
A0361,2025-01-10,Anastasia del Fiol,Perú,Laptop,4,950,3800
A0362,2025-01-13,Almudena Asensio-Catalán,Colombia,Audífonos,4,50,200
A0363,2025-01-07,Rómulo Bautista-Palma,Chile,Router,4,100,400
A0364,2025-01-07,Toni Armas,Chile,Audífonos,5,50,250
A0365,2025-01-18,Virgilio Llobet,Perú,Audífonos,4,50,200
A0366,2025-01-09,Elena Escalona Esteve,Perú,Silla ergonómica,5,150,750
A0367,2025-01-25,Jesús Flores Feijoo,Perú,Tablet,4,250,1000
A0368,2025-01-20,Teófila Ocaña Padilla,Ecuador,Tablet,3,250,750
A0369,2025-01-23,Julieta Palacio Esparza,Chile,Mouse,4,20,80
A0370,2025-01-18,Ovidio Artigas Barrios,Chile,Webcam,5,70,350
A0371,2025-01-20,Arcelia Batalla Parejo,Colombia,Tablet,2,250,500
A0372,2025-01-26,Fabián de Carbonell,Chile,Router,4,100,400
A0373,2025-01-22,Purificación Fabra Coronado,Colombia,Router,2,100,200
A0374,2025-01-24,Federico Puga Pereira,Ecuador,Mouse,3,20,60
A0375,2025-01-19,Priscila Revilla Aznar,Perú,Monitor,1,200,200
A0376,2025-01-19,Jaime Amat Tomás,Colombia,Monitor,3,200,600
A0377,2025-01-03,Rosalinda Royo Garay,Perú,Silla ergonómica,4,150,600
A0378,2025-01-15,Mateo Morán Larrañaga,Perú,Router,2,100,200
A0379,2025-01-27,Marcia Morán,Argentina,Tablet,2,250,500
A0380,2025-01-17,Gabriel García,Perú,Webcam,5,70,350
A0381,2025-01-07,Iker del Tomas,Argentina,Audífonos,2,50,100
A0382,2025-01-02,María Aguilera Mesa,Perú,Router,5,100,500
A0383,2025-01-24,Luz Vicente Múñiz,Perú,Impresora,1,300,300
A0384,2025-01-20,Marita Prieto Barón,Perú,Monitor,4,200,800
A0385,2025-01-19,Poncio Gisbert Díaz,Ecuador,Monitor,5,200,1000
A0386,2025-01-08,Diego Alvarez Alarcón,Perú,Mouse,1,20,20
A0387,2025-01-17,Salvador Castelló Peinado,Argentina,Teclado,2,35,70
A0388,2025-01-08,Teodora Portillo Pazos,Chile,Monitor,2,200,400
A0389,2025-01-07,Nuria de Gil,Colombia,Impresora,1,300,300
A0390,2025-01-23,Mauricio Gaya Benítez,Argentina,Tablet,2,250,500
A0391,2025-01-24,Manu Duarte Solsona,Argentina,Impresora,1,300,300
A0392,2025-01-18,Marisa Canales Carballo,Ecuador,Monitor,5,200,1000
A0393,2025-01-15,Hilario del Duran,Perú,Monitor,5,200,1000
A0394,2025-01-26,Rafa Pina Verdú,Perú,Teclado,1,35,35
A0395,2025-01-04,Hermenegildo Narváez Guerra,Perú,Laptop,5,950,4750
A0396,2025-01-23,Elisa Canales-Rico,Argentina,Teclado,5,35,175
A0397,2025-01-02,Gabriel Gabaldón Portillo,Perú,Laptop,5,950,4750
A0398,2025-01-07,Adelia Domínguez Carretero,Ecuador,Tablet,3,250,750
A0399,2025-01-13,Eusebio Vigil Abascal,Perú,Teclado,4,35,140
A0400,2025-01-23,Olga Díez Bustamante,Colombia,Mouse,2,20,40
A0401,2025-01-14,Felicidad Gilabert,Ecuador,Silla ergonómica,3,150,450
A0402,2025-01-25,José María Azorin Estrada,Perú,Router,5,100,500
A0403,2025-01-26,Leticia Vives Salmerón,Colombia,Router,1,100,100
A0404,2025-01-21,Eustaquio Narváez Silva,Perú,Teclado,5,35,175
A0405,2025-01-06,Teobaldo Asensio Chacón,Ecuador,Impresora,4,300,1200
A0406,2025-01-16,Tomasa de Querol,Colombia,Mouse,5,20,100
A0407,2025-01-25,Leopoldo Bou,Ecuador,Webcam,1,70,70
A0408,2025-01-01,Juan Francisco Campillo Adán,Colombia,Mouse,4,20,80
A0409,2025-01-21,Cayetano Macías-Perez,Argentina,Laptop,5,950,4750
A0410,2025-01-07,Antonio León Clemente,Chile,Teclado,4,35,140
A0411,2025-01-13,Mauricio Raúl Huguet Pelayo,Argentina,Impresora,2,300,600
A0412,2025-01-11,Mayte Escobar Almeida,Ecuador,Monitor,2,200,400
A0413,2025-01-04,Adelia Escobar Bru,Ecuador,Tablet,5,250,1250
A0414,2025-01-25,Epifanio Dimas Aramburu Corbacho,Colombia,Silla ergonómica,4,150,600
A0415,2025-01-08,Brunilda Carballo,Argentina,Silla ergonómica,1,150,150
A0416,2025-01-01,Dafne Vilalta Peñalver,Chile,Tablet,5,250,1250
A0417,2025-01-04,Candelaria Alvarado Quevedo,Colombia,Router,2,100,200
A0418,2025-01-10,Maximiliano Guerrero Vilalta,Colombia,Impresora,2,300,600
A0419,2025-01-04,Filomena España Sanabria,Argentina,Webcam,5,70,350
A0420,2025-01-24,Ana Belén del Roman,Perú,Silla ergonómica,4,150,600
A0421,2025-01-06,Eli Cazorla Aguiló,Argentina,Laptop,2,950,1900
A0422,2025-01-27,Ruperto Escamilla,Argentina,Mouse,4,20,80
A0423,2025-01-27,Lupe Galiano Higueras,Chile,Monitor,2,200,400
A0424,2025-01-10,Juan Pablo Belda Pintor,Perú,Mouse,2,20,40
A0425,2025-01-02,Sandalio Cueto-Perera,Chile,Monitor,3,200,600
A0426,2025-01-22,Delia Bonilla Castrillo,Chile,Tablet,2,250,500
A0427,2025-01-01,Encarna Atienza Diaz,Ecuador,Teclado,1,35,35
A0428,2025-01-05,Tristán Rueda Varela,Ecuador,Webcam,5,70,350
A0429,2025-01-22,Hernando Luque,Colombia,Silla ergonómica,5,150,750
A0430,2025-01-21,Emilio Cabello-Egea,Colombia,Impresora,4,300,1200
A0431,2025-01-23,Rosaura Perera,Ecuador,Monitor,2,200,400
A0432,2025-01-15,Brunilda Jordán Martin,Perú,Impresora,1,300,300
A0433,2025-01-22,Petrona Flores Bello,Colombia,Mouse,4,20,80
A0434,2025-01-26,Rosenda del Caro,Chile,Impresora,3,300,900
A0435,2025-01-07,Cipriano Múgica Calatayud,Argentina,Monitor,4,200,800
A0436,2025-01-18,Clara del Ángel,Colombia,Mouse,4,20,80
A0437,2025-01-10,Trinidad del Sebastián,Argentina,Monitor,2,200,400
A0438,2025-01-26,Yolanda Martí Ródenas,Chile,Impresora,3,300,900
A0439,2025-01-10,Sigfrido Villar Nieto,Chile,Mouse,4,20,80
A0440,2025-01-16,Pánfilo Badía Grau,Ecuador,Teclado,1,35,35
A0441,2025-01-23,Demetrio Vila Valenzuela,Perú,Silla ergonómica,1,150,150
A0442,2025-01-13,Patricio Ocaña Nevado,Argentina,Impresora,5,300,1500
A0443,2025-01-24,Mireia Cerdán Alberto,Colombia,Mouse,3,20,60
A0444,2025-01-11,Martirio Angelina Morán Acuña,Colombia,Impresora,3,300,900
A0445,2025-01-17,Jerónimo del Pérez,Colombia,Impresora,5,300,1500
A0446,2025-01-15,Moreno Ibán Chaparro Hoz,Argentina,Tablet,4,250,1000
A0447,2025-01-25,Celia del Marqués,Colombia,Router,3,100,300
A0448,2025-01-01,Amor Castejón-Lorenzo,Ecuador,Silla ergonómica,1,150,150
A0449,2025-01-19,Reyna de Torralba,Ecuador,Webcam,1,70,70
A0450,2025-01-26,Renato Arribas Baquero,Perú,Silla ergonómica,2,150,300
A0451,2025-01-17,Marco Gómez López,Perú,Laptop,3,950,2850
A0452,2025-01-15,Socorro Domingo-Quiroga,Ecuador,Monitor,4,200,800
A0453,2025-01-15,Cándida Vázquez Perales,Argentina,Silla ergonómica,5,150,750
A0454,2025-01-09,Paco Granados Bernad,Ecuador,Impresora,5,300,1500
A0455,2025-01-01,Calisto Pepe Ballester Almagro,Argentina,Laptop,4,950,3800
A0456,2025-01-04,Leticia Ballester Cantón,Chile,Router,2,100,200
A0457,2025-01-23,Amparo Luís Sebastián,Argentina,Router,5,100,500
A0458,2025-01-20,Abel Jover Castell,Perú,Teclado,3,35,105
A0459,2025-01-21,José Mari Salvador Carrasco,Argentina,Webcam,2,70,140
A0460,2025-01-08,Sara Cepeda Reyes,Colombia,Mouse,3,20,60
A0461,2025-01-27,Nerea Castillo Barberá,Colombia,Audífonos,1,50,50
A0462,2025-01-16,Melchor Bernal-Carretero,Colombia,Audífonos,2,50,100
A0463,2025-01-24,Demetrio Manzano,Perú,Mouse,5,20,100
A0464,2025-01-24,Ulises Tejedor Aragón,Chile,Audífonos,2,50,100
A0465,2025-01-08,Darío Palacios Garzón,Colombia,Router,2,100,200
A0466,2025-01-07,Juan Bautista Salas,Perú,Webcam,2,70,140
A0467,2025-01-01,Guillermo Solano Cañete,Argentina,Laptop,2,950,1900
A0468,2025-01-13,María José Múgica Vilaplana,Colombia,Mouse,3,20,60
A0469,2025-01-07,Nicanor Ramirez-Parra,Perú,Impresora,1,300,300
A0470,2025-01-19,Teófila Lamas Román,Perú,Mouse,4,20,80
A0471,2025-01-14,Sebastián de Bilbao,Colombia,Tablet,2,250,500
A0472,2025-01-16,Leandra Muñoz Duarte,Ecuador,Tablet,5,250,1250
A0473,2025-01-27,Celestina Giner Alonso,Colombia,Webcam,2,70,140
A0474,2025-01-25,Evaristo Acero Machado,Ecuador,Monitor,5,200,1000
A0475,2025-01-09,Valero de Arellano,Argentina,Audífonos,3,50,150
A0476,2025-01-10,Nilda Coronado Badía,Argentina,Router,5,100,500
A0477,2025-01-04,Amarilis Campillo Iniesta,Colombia,Laptop,4,950,3800
A0478,2025-01-24,Claudia Pablo Sureda,Chile,Impresora,1,300,300
A0479,2025-01-10,Pili Amorós-Abad,Argentina,Teclado,5,35,175
A0480,2025-01-01,Iker Toño Perez Salmerón,Perú,Router,5,100,500
A0481,2025-01-17,Rosario Antón,Colombia,Mouse,1,20,20
A0482,2025-01-13,Marisa Abella Quintanilla,Ecuador,Silla ergonómica,4,150,600
A0483,2025-01-10,Vanesa Gonzalez Martinez,Chile,Teclado,2,35,70
A0484,2025-01-16,Isa Ramírez Fortuny,Perú,Tablet,5,250,1250
A0485,2025-01-07,Mercedes Ramos-Dávila,Ecuador,Tablet,1,250,250
A0486,2025-01-25,Elisabet Torrecilla Almagro,Colombia,Mouse,3,20,60
A0487,2025-01-10,Cándida Adelina Iñiguez Bejarano,Chile,Mouse,1,20,20
A0488,2025-01-02,Domingo Llanos Valbuena,Colombia,Mouse,3,20,60
A0489,2025-01-01,Baldomero Tur Jerez,Chile,Router,4,100,400
A0490,2025-01-04,Cristina Andrés Carbó,Perú,Tablet,2,250,500
A0491,2025-01-13,Fabiana Gelabert Fuente,Perú,Webcam,1,70,70
A0492,2025-01-05,Ámbar Escrivá Cervera,Colombia,Router,5,100,500
A0493,2025-01-09,José Vigil Gil,Chile,Router,4,100,400
A0494,2025-01-17,Teodora Acuña-Barriga,Argentina,Teclado,1,35,35
A0495,2025-01-07,Antonia Maestre Figueras,Colombia,Monitor,5,200,1000
A0496,2025-01-15,Vasco Navarro,Argentina,Tablet,1,250,250
A0497,2025-01-25,Donato Navas Silva,Chile,Mouse,3,20,60
A0498,2025-01-06,Sebastián Morera-Sancho,Perú,Webcam,1,70,70
A0499,2025-01-23,Benigno del Casado,Perú,Tablet,1,250,250
A0500,2025-01-17,Hernando Alegre-Bellido,Perú,Laptop,1,950,950
A0501,2025-01-22,Herberto Ballester Carrión,Perú,Impresora,4,300,1200
A0502,2025-01-16,Antonia Tovar Piña,Argentina,Silla ergonómica,1,150,150
A0503,2025-01-27,Lorena Roman Alegria,Colombia,Teclado,5,35,175
A0504,2025-01-09,José Castañeda Segovia,Colombia,Tablet,3,250,750
A0505,2025-01-07,Graciano Castelló Valencia,Colombia,Audífonos,3,50,150
A0506,2025-01-21,Florencia Nevado Perales,Perú,Tablet,1,250,250
A0507,2025-01-10,Noelia Marti Mas,Argentina,Webcam,4,70,280
A0508,2025-01-14,Cecilia Carpio Flores,Colombia,Audífonos,4,50,200
A0509,2025-01-22,Maximino Mendoza Ibáñez,Chile,Monitor,5,200,1000
A0510,2025-01-21,Andrea Jaén Mate,Argentina,Webcam,1,70,70
A0511,2025-01-18,Íñigo Moraleda Serra,Chile,Webcam,3,70,210
A0512,2025-01-20,José Arellano Mena,Ecuador,Audífonos,4,50,200
A0513,2025-01-24,Ciriaco de Villa,Colombia,Webcam,1,70,70
A0514,2025-01-18,Paco Jordán Montalbán,Colombia,Teclado,4,35,140
A0515,2025-01-04,Modesta Peinado-Catalá,Colombia,Laptop,4,950,3800
A0516,2025-01-03,Fulgencio Piñol Enríquez,Chile,Tablet,3,250,750
A0517,2025-01-14,Marcial Soriano,Argentina,Audífonos,2,50,100
A0518,2025-01-05,Jose Francisco Ferrero Cobo,Ecuador,Router,5,100,500
A0519,2025-01-15,Nacho Melero Sebastián,Ecuador,Tablet,5,250,1250
A0520,2025-01-25,Calixto Batalla-Palmer,Colombia,Laptop,3,950,2850
A0521,2025-01-07,Bartolomé de Montero,Chile,Webcam,4,70,280
A0522,2025-01-10,Vicente Parra Soto,Chile,Mouse,1,20,20
A0523,2025-01-02,Alberto Pomares Marí,Colombia,Impresora,4,300,1200
A0524,2025-01-24,Florencio Donaire Doménech,Perú,Silla ergonómica,3,150,450
A0525,2025-01-06,Lorena Débora Exposito Gárate,Colombia,Mouse,5,20,100
A0526,2025-01-10,Dimas Muñoz Pino,Perú,Tablet,4,250,1000
A0527,2025-01-07,Sol Barroso Coca,Colombia,Audífonos,5,50,250
A0528,2025-01-01,Cruz del Andres,Colombia,Tablet,1,250,250
A0529,2025-01-17,Celestina Naranjo Tolosa,Ecuador,Silla ergonómica,5,150,750
A0530,2025-01-04,Mirta Royo Comas,Ecuador,Monitor,5,200,1000
A0531,2025-01-11,Casandra Manuel Arrieta,Perú,Monitor,2,200,400
A0532,2025-01-25,Máximo Remigio Escudero Marquez,Ecuador,Webcam,2,70,140
A0533,2025-01-06,Reynaldo Ponce Porras,Ecuador,Mouse,2,20,40
A0534,2025-01-26,Eulalia Pedraza Rozas,Colombia,Teclado,5,35,175
A0535,2025-01-22,Federico Sosa-Roldán,Perú,Laptop,3,950,2850
A0536,2025-01-25,Sandra Barba Casares,Ecuador,Audífonos,5,50,250
A0537,2025-01-04,Leire Eloísa Gabaldón Zorrilla,Ecuador,Impresora,3,300,900
A0538,2025-01-13,Rosario Ortuño Peláez,Perú,Audífonos,3,50,150
A0539,2025-01-20,Eligia Visitación Recio Estevez,Colombia,Teclado,2,35,70
A0540,2025-01-20,Alejandra Bilbao Martin,Chile,Tablet,4,250,1000
A0541,2025-01-16,Natalio Navas Sebastián,Colombia,Silla ergonómica,1,150,150
A0542,2025-01-23,Venceslás Fajardo Jáuregui,Chile,Teclado,2,35,70
A0543,2025-01-10,Aristides Tapia Portero,Chile,Mouse,2,20,40
A0544,2025-01-15,Mauricio Cárdenas Carmona,Argentina,Webcam,4,70,280
A0545,2025-01-12,Florencio Adadia Aparicio,Argentina,Monitor,1,200,200
A0546,2025-01-08,Marcia Torrens Mendoza,Colombia,Silla ergonómica,5,150,750
A0547,2025-01-03,Yéssica Oliveras-Santamaria,Chile,Monitor,5,200,1000
A0548,2025-01-08,Darío del Valenzuela,Colombia,Impresora,2,300,600
A0549,2025-01-27,Apolonia Guzmán,Colombia,Impresora,1,300,300
A0550,2025-01-05,Amelia Campillo Infante,Ecuador,Router,2,100,200
A0551,2025-01-01,Maricruz de Barberá,Perú,Tablet,3,250,750
A0552,2025-01-16,Fabiola Catalán Batlle,Chile,Mouse,2,20,40
A0553,2025-01-26,Tomás Viana Núñez,Colombia,Audífonos,2,50,100
A0554,2025-01-19,Matías Jesús Gomis Andreu,Argentina,Impresora,5,300,1500
A0555,2025-01-14,María José de Balaguer,Colombia,Impresora,5,300,1500
A0556,2025-01-12,Haroldo Marin,Colombia,Impresora,5,300,1500
A0557,2025-01-01,Priscila Diego Riquelme,Chile,Webcam,3,70,210
A0558,2025-01-04,Raquel Montoya Miranda,Colombia,Mouse,5,20,100
A0559,2025-01-27,Esther Dalila Rosselló Talavera,Chile,Webcam,1,70,70
A0560,2025-01-14,Rosendo Moya Tolosa,Argentina,Audífonos,4,50,200
A0561,2025-01-05,Margarita Catalán Jara,Argentina,Impresora,1,300,300
A0562,2025-01-24,Guillermo Villa González,Perú,Laptop,1,950,950
A0563,2025-01-06,Luisina Andrés Llamas,Colombia,Impresora,5,300,1500
A0564,2025-01-10,Encarnita Lucena Donoso,Ecuador,Silla ergonómica,4,150,600
A0565,2025-01-21,Francisco Uribe Osorio,Ecuador,Silla ergonómica,4,150,600
A0566,2025-01-16,Graciana Vilaplana Alegria,Colombia,Impresora,4,300,1200
A0567,2025-01-12,Joaquina Vara,Chile,Silla ergonómica,3,150,450
A0568,2025-01-12,Octavio Marino Alonso Bermejo,Perú,Monitor,5,200,1000
A0569,2025-01-14,Selena del Pujol,Chile,Silla ergonómica,4,150,600
A0570,2025-01-06,Santos Anglada Montenegro,Perú,Teclado,3,35,105
A0571,2025-01-17,Aura Gascón Ariño,Ecuador,Laptop,2,950,1900
A0572,2025-01-15,Adela Ferrero Huertas,Perú,Router,2,100,200
A0573,2025-01-12,Lilia del Riera,Ecuador,Silla ergonómica,3,150,450
A0574,2025-01-24,Modesta Alcalde Galan,Perú,Teclado,3,35,105
A0575,2025-01-09,Sabina Torrents Checa,Ecuador,Impresora,5,300,1500
A0576,2025-01-25,Chus Cruz,Perú,Webcam,5,70,350
A0577,2025-01-07,Heriberto Leoncio Castells Jove,Chile,Monitor,2,200,400
A0578,2025-01-01,Jovita del Torrecilla,Chile,Tablet,4,250,1000
A0579,2025-01-07,Milagros Nieto Royo,Perú,Tablet,2,250,500
A0580,2025-01-27,José María Velasco Luz,Argentina,Impresora,4,300,1200
A0581,2025-01-18,Regina Torrijos Mancebo,Chile,Impresora,4,300,1200
A0582,2025-01-23,Cipriano del Barrera,Colombia,Impresora,5,300,1500
A0583,2025-01-20,Estrella Genoveva Franch Robles,Perú,Mouse,1,20,20
A0584,2025-01-17,Paola Tudela Escobar,Colombia,Mouse,1,20,20
A0585,2025-01-23,Calisto del Rosado,Chile,Monitor,3,200,600
A0586,2025-01-11,Ariel Egea Montesinos,Colombia,Tablet,5,250,1250
A0587,2025-01-16,Bernabé Arjona Córdoba,Perú,Mouse,4,20,80
A0588,2025-01-27,Primitiva Teófila Ferrández Pujadas,Colombia,Laptop,1,950,950
A0589,2025-01-07,María del Narváez,Perú,Tablet,4,250,1000
A0590,2025-01-17,Mar del Quevedo,Ecuador,Router,1,100,100
A0591,2025-01-27,Graciela Céspedes,Perú,Impresora,1,300,300
A0592,2025-01-06,Yéssica Piña Perales,Argentina,Webcam,1,70,70
A0593,2025-01-16,Clotilde Nogués Peiró,Perú,Mouse,5,20,100
A0594,2025-01-25,Dorita Páez Macias,Chile,Router,2,100,200
A0595,2025-01-06,María Belén Hoyos Vilar,Ecuador,Silla ergonómica,4,150,600
A0596,2025-01-20,Olga Giralt Luz,Argentina,Audífonos,5,50,250
A0597,2025-01-20,Marino Llorens-Diaz,Argentina,Monitor,5,200,1000
A0598,2025-01-07,Victorino Benitez Alegre,Ecuador,Router,5,100,500
A0599,2025-01-16,Roldán Herranz Espada,Perú,Webcam,5,70,350
A0600,2025-01-21,Narciso del Duran,Ecuador,Teclado,5,35,175
A0601,2025-01-12,Ainoa Moreno Fabra,Ecuador,Laptop,3,950,2850
A0602,2025-01-24,Gregorio Pujol-Fonseca,Perú,Router,4,100,400
A0603,2025-01-11,Adelardo Acero Badía,Ecuador,Mouse,5,20,100
A0604,2025-01-23,Aníbal Aguilera Cantero,Chile,Tablet,4,250,1000
A0605,2025-01-07,Pánfilo Martorell Mesa,Chile,Webcam,3,70,210
A0606,2025-01-19,Mercedes Dominga Castellanos Valcárcel,Colombia,Audífonos,3,50,150
A0607,2025-01-01,Ignacia Flores Rosales,Argentina,Webcam,4,70,280
A0608,2025-01-19,Olalla Galvez Osorio,Argentina,Teclado,1,35,35
A0609,2025-01-13,Encarnita Lopez Niño,Colombia,Mouse,2,20,40
A0610,2025-01-14,Salvador Morales Larrea,Colombia,Silla ergonómica,1,150,150
A0611,2025-01-09,Néstor Taboada Uriarte,Colombia,Impresora,1,300,300
A0612,2025-01-12,Emelina Palacio Nicolás,Ecuador,Audífonos,1,50,50
A0613,2025-01-20,Arcelia Huerta Casado,Chile,Router,5,100,500
A0614,2025-01-23,Heliodoro del Costa,Colombia,Monitor,3,200,600
A0615,2025-01-21,Aitana Almazán Ribera,Perú,Mouse,1,20,20
A0616,2025-01-24,Amanda Sacristán Mayoral,Perú,Tablet,3,250,750
A0617,2025-01-20,Fermín Ocaña Carretero,Perú,Laptop,4,950,3800
A0618,2025-01-16,Paloma Ángeles Abellán Baeza,Colombia,Impresora,2,300,600
A0619,2025-01-13,Edmundo Luna-Julián,Chile,Mouse,4,20,80
A0620,2025-01-26,Begoña Flor Flores Iborra,Colombia,Mouse,4,20,80
A0621,2025-01-13,Ester Terrón Viña,Chile,Silla ergonómica,5,150,750
A0622,2025-01-06,Carmelita Adadia Olivares,Ecuador,Laptop,2,950,1900
A0623,2025-01-24,Lupita Dueñas Olivé,Perú,Monitor,4,200,800
A0624,2025-01-04,Rosalva Manrique,Chile,Silla ergonómica,4,150,600
A0625,2025-01-13,Teodora Palau,Chile,Mouse,2,20,40
A0626,2025-01-09,Maribel Guzmán Casals,Argentina,Monitor,2,200,400
A0627,2025-01-13,Lázaro Peñalver Maestre,Argentina,Monitor,4,200,800
A0628,2025-01-12,Loreto Velasco Escalona,Chile,Audífonos,2,50,100
A0629,2025-01-14,Amaya Millán Río,Chile,Silla ergonómica,4,150,600
A0630,2025-01-27,Teo Mármol Jimenez,Ecuador,Impresora,4,300,1200
A0631,2025-01-17,Evita Mayoral Román,Chile,Teclado,5,35,175
A0632,2025-01-27,Eugenia Marin Rivas,Argentina,Impresora,1,300,300
A0633,2025-01-12,Cayetana Saldaña,Chile,Mouse,4,20,80
A0634,2025-01-19,Raquel Pomares,Ecuador,Teclado,3,35,105
A0635,2025-01-07,Ainoa Batlle Bautista,Ecuador,Audífonos,1,50,50
A0636,2025-01-11,Santiago Conde Torrent,Chile,Silla ergonómica,1,150,150
A0637,2025-01-11,Georgina Capdevila,Perú,Laptop,1,950,950
A0638,2025-01-27,Godofredo de Pinilla,Chile,Impresora,5,300,1500
A0639,2025-01-01,Bruno Goicoechea,Ecuador,Teclado,4,35,140
A0640,2025-01-13,Ester Castañeda Machado,Colombia,Tablet,5,250,1250
A0641,2025-01-24,Rita Pavón Peñas,Ecuador,Mouse,4,20,80
A0642,2025-01-10,Herberto Catalán,Colombia,Router,5,100,500
A0643,2025-01-08,María José Valentín Viña,Perú,Tablet,5,250,1250
A0644,2025-01-08,Ricarda Piquer-España,Argentina,Mouse,3,20,60
A0645,2025-01-08,Reyes de Melero,Colombia,Tablet,5,250,1250
A0646,2025-01-19,Gervasio Vara,Chile,Silla ergonómica,2,150,300
A0647,2025-01-04,Emperatriz Carrasco Alcalde,Ecuador,Tablet,3,250,750
A0648,2025-01-26,Adalberto Guzman Dueñas,Perú,Router,5,100,500
A0649,2025-01-26,Álvaro Hervia Rodriguez,Ecuador,Laptop,1,950,950
A0650,2025-01-23,Azucena Ferrero Castilla,Colombia,Webcam,2,70,140
A0651,2025-01-17,Flor Rivero-Goicoechea,Colombia,Mouse,2,20,40
A0652,2025-01-01,Manola Mayo,Colombia,Router,2,100,200
A0653,2025-01-22,Isa de Lasa,Ecuador,Mouse,3,20,60
A0654,2025-01-21,Héctor Fortuny Gonzalez,Perú,Silla ergonómica,5,150,750
A0655,2025-01-02,Alejo del Saura,Chile,Mouse,5,20,100
A0656,2025-01-04,Bernabé Corominas Salinas,Chile,Impresora,1,300,300
A0657,2025-01-08,Mirta Cerdá Iñiguez,Argentina,Silla ergonómica,1,150,150
A0658,2025-01-11,Fito Sosa Roda,Argentina,Audífonos,2,50,100
A0659,2025-01-18,Hermenegildo Bermudez Villaverde,Colombia,Silla ergonómica,1,150,150
A0660,2025-01-25,Benito Taboada Pulido,Argentina,Impresora,3,300,900
A0661,2025-01-09,Emiliano de Bernad,Colombia,Tablet,5,250,1250
A0662,2025-01-09,Jordana Zamora Egea,Argentina,Webcam,2,70,140
A0663,2025-01-14,Yésica Pavón Castelló,Ecuador,Mouse,1,20,20
A0664,2025-01-21,Vidal Castro Vazquez,Argentina,Monitor,3,200,600
A0665,2025-01-15,Rolando Bernal Ramón,Colombia,Router,3,100,300
A0666,2025-01-23,Tamara Planas Escudero,Chile,Webcam,1,70,70
A0667,2025-01-04,Belen Cuervo-Pombo,Perú,Router,5,100,500
A0668,2025-01-26,Simón del Madrigal,Colombia,Webcam,1,70,70
A0669,2025-01-20,Anacleto Bellido Benítez,Ecuador,Audífonos,2,50,100
A0670,2025-01-06,Selena Angelita Agustín Cañellas,Colombia,Audífonos,1,50,50
A0671,2025-01-27,Octavio Galiano-Arroyo,Perú,Audífonos,3,50,150
A0672,2025-01-16,Leoncio Cabañas Bayón,Chile,Router,1,100,100
A0673,2025-01-02,Carmela Campo Francisco,Ecuador,Mouse,5,20,100
A0674,2025-01-16,Felipa Benavente Jara,Ecuador,Mouse,4,20,80
A0675,2025-01-06,Alma Benavides Chaparro,Colombia,Mouse,1,20,20
A0676,2025-01-15,Segismundo Alcalde Lara,Perú,Teclado,5,35,175
A0677,2025-01-14,Abraham Tovar Villar,Argentina,Laptop,5,950,4750
A0678,2025-01-01,Nerea Royo Roig,Argentina,Tablet,3,250,750
A0679,2025-01-13,Marcelo Vara Nicolás,Argentina,Audífonos,5,50,250
A0680,2025-01-14,Brígida Cano-Almeida,Ecuador,Webcam,5,70,350
A0681,2025-01-24,Irene de Moya,Perú,Webcam,5,70,350
A0682,2025-01-27,Malena Gelabert-Salvà,Ecuador,Impresora,5,300,1500
A0683,2025-01-13,Alcides Fabra-Donoso,Argentina,Impresora,2,300,600
A0684,2025-01-05,Lisandro del Valentín,Perú,Mouse,2,20,40
A0685,2025-01-20,Liliana Viña-Téllez,Argentina,Tablet,3,250,750
A0686,2025-01-25,Florentina Llobet-Rivera,Chile,Teclado,1,35,35
A0687,2025-01-18,Ariadna Posada Puig,Colombia,Monitor,5,200,1000
A0688,2025-01-07,Rosalva Belda Mir,Ecuador,Audífonos,1,50,50
A0689,2025-01-11,Berto Quero Cardona,Argentina,Audífonos,1,50,50
A0690,2025-01-24,Isaura Rebollo Amaya,Ecuador,Impresora,3,300,900
A0691,2025-01-12,Mateo Baeza Amaya,Argentina,Monitor,5,200,1000
A0692,2025-01-06,Mohamed Botella Roselló,Colombia,Tablet,5,250,1250
A0693,2025-01-24,Anastasio Castilla,Argentina,Silla ergonómica,4,150,600
A0694,2025-01-14,Macaria Echeverría Piña,Argentina,Laptop,1,950,950
