id_pedido,fecha,cliente,pais,producto,cantidad,precio_unitario,total
C0344,2025-03-14,Faustino Ferrández Pazos,Chile,Impresora,3,300,900
C0345,2025-03-01,Delfina Espejo,Perú,Laptop,2,950,1900
C0346,2025-03-11,Lucho Rebollo Bustos,Argentina,Tablet,1,250,250
C0347,2025-03-09,Cristóbal del Batlle,Chile,Mouse,4,20,80
C0348,2025-03-17,Abraham Rosario Aroca Pujol,Ecuador,Laptop,1,950,950
C0349,2025-03-15,Albino Gelabert Cano,Argentina,Silla ergonómica,2,150,300
C0350,2025-03-20,Ciro Cózar Espada,Colombia,Tablet,5,250,1250
C0351,2025-03-06,Aarón del Cánovas,Argentina,Mouse,5,20,100
C0352,2025-03-25,Jerónimo Higueras-Miralles,Perú,Monitor,5,200,1000
C0353,2025-03-04,Carlos Gutierrez Porta,Perú,Monitor,4,200,800
C0354,2025-03-03,Borja Acosta Aguirre,Colombia,Tablet,3,250,750
C0355,2025-03-04,Violeta Valbuena-Villegas,Chile,Teclado,3,35,105
C0356,2025-03-07,Maricruz Casado Valle,Chile,Monitor,1,200,200
C0357,2025-03-05,Eloy Tovar,Argentina,Impresora,4,300,1200
C0358,2025-03-14,Ximena Cabezas Roda,Chile,Mouse,5,20,100
C0359,2025-03-25,Alex Gallego Orozco,Chile,Silla ergonómica,5,150,750
C0360,2025-03-10,Ariel Rivas Perea,Ecuador,Tablet,2,250,500
C0361,2025-03-14,Eduardo Baños Galvez,Colombia,Tablet,2,250,500
C0362,2025-03-24,Crescencia Suarez Contreras,Ecuador,Impresora,5,300,1500
C0363,2025-03-27,Chuy Casanovas Cantón,Ecuador,Impresora,5,300,1500
C0364,2025-03-02,Marc Toribio Quintero Cerdá,Ecuador,Monitor,4,200,800
C0365,2025-03-17,Cristian Arenas,Argentina,Router,3,100,300
C0366,2025-03-05,Asdrubal del Alcántara,Perú,Audífonos,2,50,100
C0367,2025-03-25,Blas Peláez,Chile,Monitor,3,200,600
C0368,2025-03-02,Santos Gustavo Murcia Vendrell,Ecuador,Impresora,4,300,1200
C0369,2025-03-15,Fabio Benavente Salom,Argentina,Mouse,5,20,100
C0370,2025-03-06,Renata Segovia Rodriguez,Chile,Audífonos,3,50,150
C0371,2025-03-09,Adelardo Martín Sola,Colombia,Router,5,100,500
C0372,2025-03-15,Dionisio del Alcolea,Perú,Silla ergonómica,5,150,750
C0373,2025-03-25,Adalberto Cañellas-Boix,Perú,Silla ergonómica,1,150,150
C0374,2025-03-11,Leonardo Bermúdez Meléndez,Chile,Silla ergonómica,3,150,450
C0375,2025-03-24,Benito Pacheco-Quintanilla,Argentina,Audífonos,3,50,150
C0376,2025-03-22,Fabiola Molina Frutos,Perú,Webcam,5,70,350
C0377,2025-03-20,Bernarda Cazorla Roig,Chile,Laptop,4,950,3800
C0378,2025-03-06,Marcia Vélez Cortés,Perú,Monitor,1,200,200
C0379,2025-03-04,Noé Gallardo Acuña,Chile,Webcam,5,70,350
C0380,2025-03-21,Fabián Rubio Hernando,Perú,Audífonos,2,50,100
C0381,2025-03-08,Loreto Cerezo Alegre,Chile,Audífonos,2,50,100
C0382,2025-03-23,Malena Herrera Rivera,Colombia,Router,1,100,100
C0383,2025-03-10,Jesusa Garay Ruano,Colombia,Audífonos,4,50,200
C0384,2025-03-26,Ciro Garmendia,Perú,Router,5,100,500
C0385,2025-03-17,Isabel Salas Albero,Argentina,Mouse,3,20,60
C0386,2025-03-06,Wilfredo Iñiguez-Priego,Chile,Silla ergonómica,1,150,150
C0387,2025-03-19,Marcela Cervantes Aguirre,Ecuador,Impresora,4,300,1200
C0388,2025-03-23,Emperatriz Reina Valle,Chile,Tablet,3,250,750
C0389,2025-03-20,Paca Figuerola,Chile,Impresora,2,300,600
C0390,2025-03-24,Alfredo Marcos Morán,Ecuador,Mouse,2,20,40
C0391,2025-03-03,Sabina Aznar-Calatayud,Ecuador,Tablet,3,250,750
C0392,2025-03-20,Reyna Nereida Machado Giralt,Ecuador,Silla ergonómica,1,150,150
C0393,2025-03-07,María José Verdugo Sanmartín,Argentina,Webcam,2,70,140
C0394,2025-03-21,Félix Vilalta,Argentina,Monitor,5,200,1000
C0395,2025-03-19,Bonifacio Olegario Montserrat Galiano,Ecuador,Tablet,3,250,750
C0396,2025-03-27,Casandra Zaira Pons Arnal,Perú,Tablet,3,250,750
C0397,2025-03-12,Magdalena Páez Pulido,Argentina,Router,2,100,200
C0398,2025-03-12,Nico Silva Rivas,Chile,Audífonos,1,50,50
C0399,2025-03-26,Reyna de Chaves,Colombia,Monitor,5,200,1000
C0400,2025-03-11,Martín Losada,Argentina,Impresora,1,300,300
C0401,2025-03-15,Dan Macias Conde,Chile,Router,4,100,400
C0402,2025-03-01,Rómulo Tena Gutierrez,Argentina,Tablet,4,250,1000
C0403,2025-03-13,María Dolores Amo Murillo,Ecuador,Webcam,2,70,140
C0404,2025-03-14,Francisco Suarez Perelló,Perú,Tablet,2,250,500
C0405,2025-03-13,Florencia Malo-Benito,Ecuador,Monitor,2,200,400
C0406,2025-03-10,Calixta Montaña Bas,Argentina,Teclado,4,35,140
C0407,2025-03-16,Humberto Santiago Mir Vazquez,Argentina,Teclado,1,35,35
C0408,2025-03-15,Joaquina Sosa Murcia,Colombia,Teclado,1,35,35
C0409,2025-03-10,Darío Mateos Torrent,Chile,Silla ergonómica,2,150,300
C0410,2025-03-10,Melisa Tejera Gras,Argentina,Teclado,5,35,175
C0411,2025-03-17,Lourdes Ribera,Colombia,Audífonos,1,50,50
C0412,2025-03-17,Fausto Zabala Soler,Ecuador,Monitor,4,200,800
C0413,2025-03-17,Anabel Arnaiz Chacón,Colombia,Monitor,3,200,600
C0414,2025-03-08,Ruy Reyes-Casado,Ecuador,Impresora,3,300,900
C0415,2025-03-16,Viviana Olimpia Ramis Catalán,Perú,Monitor,3,200,600
C0416,2025-03-04,Trinidad Vilaplana,Ecuador,Monitor,5,200,1000
C0417,2025-03-07,Aurora Becerra,Argentina,Audífonos,2,50,100
C0418,2025-03-04,Asunción Galván Losa,Colombia,Router,4,100,400
C0419,2025-03-24,Ainoa Guadalupe Palomino Ledesma,Colombia,Laptop,5,950,4750
C0420,2025-03-19,Jafet del Araujo,Ecuador,Audífonos,4,50,200
C0421,2025-03-22,Elba de Caparrós,Ecuador,Tablet,4,250,1000
C0422,2025-03-16,Cayetana Yaiza Cuervo Torrents,Perú,Impresora,2,300,600
C0423,2025-03-04,Eva María Maza Ordóñez,Argentina,Tablet,3,250,750
C0424,2025-03-19,Pánfilo Pou Goñi,Argentina,Teclado,2,35,70
C0425,2025-03-24,Azahar Arroyo Calderon,Colombia,Webcam,5,70,350
C0426,2025-03-24,Lalo Padilla Batlle,Perú,Silla ergonómica,5,150,750
C0427,2025-03-04,Chema Priego-Arribas,Ecuador,Tablet,5,250,1250
C0428,2025-03-07,Nayara Aragonés Villaverde,Perú,Webcam,2,70,140
C0429,2025-03-02,Iván Guerrero Quintanilla,Chile,Tablet,4,250,1000
C0430,2025-03-09,José Ester Giralt Sacristán,Colombia,Audífonos,4,50,200
C0431,2025-03-12,Águeda Alemán Bustos,Perú,Router,1,100,100
C0432,2025-03-10,Fidel Flores Maldonado,Colombia,Silla ergonómica,5,150,750
C0433,2025-03-07,Iris Bárcena,Ecuador,Tablet,4,250,1000
C0434,2025-03-11,Trinidad Somoza Rueda,Chile,Router,1,100,100
C0435,2025-03-07,Bienvenida Infante Murcia,Chile,Monitor,4,200,800
C0436,2025-03-11,Juan Antonio del Falcó,Ecuador,Tablet,5,250,1250
C0437,2025-03-21,Selena Becerra Cuenca,Perú,Monitor,3,200,600
C0438,2025-03-04,José Antonio del Miralles,Chile,Teclado,5,35,175
C0439,2025-03-08,Otilia Gordillo Garmendia,Chile,Audífonos,2,50,100
C0440,2025-03-26,Guadalupe Salas-Salcedo,Argentina,Mouse,4,20,80
C0441,2025-03-11,Juliana de Ángel,Chile,Webcam,4,70,280
C0442,2025-03-10,Fabián Vara Tomas,Perú,Mouse,2,20,40
C0443,2025-03-17,Florencia Montes Campo,Colombia,Router,2,100,200
C0444,2025-03-04,Florencio Galán-Vizcaíno,Colombia,Monitor,3,200,600
C0445,2025-03-13,Adelardo Pagès Múñiz,Argentina,Teclado,4,35,140
C0446,2025-03-22,Esmeralda del Puig,Colombia,Laptop,4,950,3800
C0447,2025-03-03,Dalila Saura,Chile,Laptop,3,950,2850
C0448,2025-03-26,Quirino Llopis Torralba,Chile,Silla ergonómica,1,150,150
C0449,2025-03-16,Renata Heras-Agudo,Argentina,Teclado,3,35,105
C0450,2025-03-14,Poncio Alcalde Pagès,Chile,Tablet,5,250,1250
C0451,2025-03-06,Jose Manuel Carrillo Piña,Ecuador,Silla ergonómica,4,150,600
C0452,2025-03-20,Tere Varela Mateu,Chile,Laptop,2,950,1900
C0453,2025-03-08,Natanael Peralta,Chile,Impresora,5,300,1500
C0454,2025-03-15,Sara Fernandez,Chile,Tablet,4,250,1000
C0455,2025-03-03,Casemiro Sales-Atienza,Colombia,Silla ergonómica,3,150,450
C0456,2025-03-22,Ariadna Figueras,Argentina,Laptop,5,950,4750
C0457,2025-03-16,Tecla Mas Querol,Perú,Mouse,4,20,80
C0458,2025-03-17,Hugo Clemente Cerezo Casals,Chile,Router,1,100,100
C0459,2025-03-03,Roberta Sedano Paz,Argentina,Router,1,100,100
C0460,2025-03-20,Heriberto Cámara Anguita,Colombia,Teclado,2,35,70
C0461,2025-03-26,María Cristina del Piña,Chile,Webcam,4,70,280
C0462,2025-03-16,Alejandro Olivera García,Argentina,Teclado,1,35,35
C0463,2025-03-26,Esteban Juan Francisco Amorós Cabrera,Argentina,Teclado,3,35,105
C0464,2025-03-22,Olivia Gil Rey,Argentina,Tablet,4,250,1000
C0465,2025-03-23,Jordana Blasco Roura,Perú,Teclado,3,35,105
C0466,2025-03-01,Macaria Cabello,Perú,Router,3,100,300
C0467,2025-03-03,Lucas Garmendia Ávila,Argentina,Silla ergonómica,1,150,150
C0468,2025-03-21,Cleto Carlos Bautista,Ecuador,Monitor,4,200,800
C0469,2025-03-07,Melchor Moles-Andres,Colombia,Webcam,5,70,350
C0470,2025-03-15,Estefanía Alberdi-Jove,Chile,Mouse,1,20,20
C0471,2025-03-10,Florentina Rubio Elorza,Ecuador,Monitor,1,200,200
C0472,2025-03-17,Marcial Fuster Ripoll,Argentina,Tablet,4,250,1000
C0473,2025-03-11,Baltasar Flores Gabaldón,Colombia,Teclado,4,35,140
C0474,2025-03-10,Ruth Carreras Heras,Argentina,Mouse,3,20,60
C0475,2025-03-06,Amelia Belén Adadia Rubio,Chile,Router,4,100,400
C0476,2025-03-27,Eleuterio Vergara Landa,Argentina,Silla ergonómica,3,150,450
C0477,2025-03-22,Tito Delgado Verdejo,Ecuador,Tablet,1,250,250
C0478,2025-03-15,Rosenda Carpio Calderon,Argentina,Mouse,2,20,40
C0479,2025-03-14,Apolonia Mendez Segura,Ecuador,Router,5,100,500
C0480,2025-03-14,Bruno Rojas,Chile,Silla ergonómica,1,150,150
C0481,2025-03-21,Buenaventura Alonso Goicoechea,Argentina,Laptop,4,950,3800
C0482,2025-03-20,León Roberto Peralta Alcaraz,Colombia,Tablet,5,250,1250
C0483,2025-03-18,Mateo Llorens Cámara,Colombia,Audífonos,2,50,100
C0484,2025-03-12,Rebeca Miranda-Hervás,Ecuador,Tablet,2,250,500
C0485,2025-03-21,Aníbal Simó,Colombia,Monitor,3,200,600
C0486,2025-03-22,Sandra Bolaños Alcolea,Colombia,Webcam,5,70,350
C0487,2025-03-08,María Cristina Garriga Castellanos,Perú,Silla ergonómica,3,150,450
C0488,2025-03-22,Roberto Jose Ramón Sancho Sabater,Argentina,Mouse,1,20,20
C0489,2025-03-21,Anastasio Coloma Villena,Colombia,Teclado,5,35,175
C0490,2025-03-05,Leticia Vicenta Folch Lozano,Perú,Router,1,100,100
C0491,2025-03-02,Estrella Manso Lumbreras,Chile,Mouse,3,20,60
C0492,2025-03-18,Socorro Mesa Franch,Perú,Silla ergonómica,5,150,750
C0493,2025-03-19,Jacinto Galvez Durán,Argentina,Webcam,3,70,210
C0494,2025-03-03,Alejandra Amelia Cornejo Sanmiguel,Perú,Monitor,5,200,1000
C0495,2025-03-13,Chucho Cornejo Vallés,Ecuador,Laptop,3,950,2850
C0496,2025-03-23,Angélica España Malo,Argentina,Tablet,2,250,500
C0497,2025-03-11,Cosme Diéguez Rovira,Ecuador,Tablet,3,250,750
C0498,2025-03-11,Fito Herrero Fonseca,Ecuador,Webcam,2,70,140
C0499,2025-03-01,Nayara Uría Ortiz,Chile,Audífonos,3,50,150
C0500,2025-03-24,Carmina Azucena Valbuena Carrillo,Colombia,Audífonos,5,50,250
C0501,2025-03-02,Georgina Prat Sans,Ecuador,Teclado,5,35,175
C0502,2025-03-02,Carmina Manzanares Pascual,Colombia,Silla ergonómica,5,150,750
C0503,2025-03-12,Juanito Cobos Dalmau,Perú,Impresora,4,300,1200
C0504,2025-03-14,Salomé Abellán Meléndez,Argentina,Webcam,1,70,70
C0505,2025-03-01,Marianela Hoz Otero,Argentina,Audífonos,5,50,250
C0506,2025-03-03,Marisela Isaura Salamanca Cárdenas,Argentina,Impresora,2,300,600
C0507,2025-03-18,Guiomar Arnau Bustamante,Colombia,Monitor,5,200,1000
C0508,2025-03-07,Elpidio Sala Tomé,Colombia,Tablet,4,250,1000
C0509,2025-03-15,Julieta Escobar Oliver,Argentina,Router,2,100,200
C0510,2025-03-12,Rubén Parra Carpio,Chile,Audífonos,4,50,200
C0511,2025-03-18,Bernardo Espinosa Navarro,Argentina,Tablet,2,250,500
C0512,2025-03-23,Emma Polo,Colombia,Impresora,3,300,900
C0513,2025-03-16,Fabricio Aliaga Jimenez,Perú,Silla ergonómica,1,150,150
C0514,2025-03-27,Ana Sofía del Perelló,Perú,Webcam,1,70,70
C0515,2025-03-13,Leyre Fernandez Núñez,Chile,Mouse,4,20,80
C0516,2025-03-11,Mariana Hidalgo Patiño,Chile,Router,1,100,100
C0517,2025-03-06,Bernarda Belda,Chile,Mouse,4,20,80
C0518,2025-03-07,Evita Sarabia Vega,Chile,Tablet,4,250,1000
C0519,2025-03-22,Alejo Uriarte Delgado,Colombia,Audífonos,4,50,200
C0520,2025-03-25,Brunilda Bárcena Canet,Argentina,Silla ergonómica,1,150,150
C0521,2025-03-18,Juan Olmo Montero,Ecuador,Teclado,4,35,140
C0522,2025-03-23,Bernardo Calvo Balaguer,Colombia,Laptop,1,950,950
C0523,2025-03-10,Lope Pina Lara,Ecuador,Teclado,4,35,140
C0524,2025-03-25,León Jara Alemán,Colombia,Silla ergonómica,5,150,750
C0525,2025-03-04,Cecilia Lidia Martín Sandoval,Colombia,Mouse,4,20,80
C0526,2025-03-27,Manu Pepe Paz Barranco,Ecuador,Impresora,2,300,600
C0527,2025-03-08,Ovidio de Flores,Chile,Audífonos,4,50,200
C0528,2025-03-24,Fortunato Naranjo Valera,Ecuador,Silla ergonómica,3,150,450
C0529,2025-03-24,Herminio Durán Company,Ecuador,Webcam,4,70,280
C0530,2025-03-13,Sonia de Español,Colombia,Silla ergonómica,2,150,300
C0531,2025-03-16,Palmira Losada Mata,Argentina,Impresora,2,300,600
C0532,2025-03-13,Carlota Zabaleta Exposito,Argentina,Laptop,1,950,950
C0533,2025-03-27,Silvio Garay,Chile,Router,5,100,500
C0534,2025-03-09,María Pilar de Ferrán,Colombia,Laptop,4,950,3800
C0535,2025-03-23,Juanita Moles-Rincón,Chile,Tablet,1,250,250
C0536,2025-03-14,Cecilio Peral Díaz,Perú,Monitor,5,200,1000
C0537,2025-03-15,Leandra María Del Carmen Bayona Raya,Ecuador,Silla ergonómica,4,150,600
C0538,2025-03-22,Ciro Rios-Urrutia,Argentina,Tablet,3,250,750
C0539,2025-03-03,Danilo Pozuelo Solé,Chile,Silla ergonómica,4,150,600
C0540,2025-03-17,Quirino Batlle Pinilla,Chile,Laptop,2,950,1900
C0541,2025-03-06,Yéssica de Villalobos,Perú,Monitor,2,200,400
C0542,2025-03-20,David del Salcedo,Ecuador,Teclado,3,35,105
C0543,2025-03-24,Damián Catalá Mínguez,Ecuador,Impresora,1,300,300
C0544,2025-03-21,Constanza Jordá Huerta,Colombia,Audífonos,5,50,250
C0545,2025-03-20,Clemente Anselmo Torrent Tejada,Colombia,Webcam,4,70,280
C0546,2025-03-20,Primitiva del Pintor,Argentina,Monitor,2,200,400
C0547,2025-03-18,Sabina Huertas,Argentina,Laptop,1,950,950
C0548,2025-03-03,Judith Asenjo-Manzanares,Ecuador,Mouse,3,20,60
C0549,2025-03-07,Ezequiel del Vergara,Argentina,Impresora,2,300,600
C0550,2025-03-19,Fito Llanos Benavente,Argentina,Silla ergonómica,3,150,450
C0551,2025-03-22,Fausto Cabello Mendoza,Perú,Audífonos,4,50,200
C0552,2025-03-10,Artemio del Cabezas,Perú,Monitor,5,200,1000
C0553,2025-03-20,Felisa Posada Azcona,Argentina,Monitor,2,200,400
C0554,2025-03-07,Dora Talavera Molina,Colombia,Webcam,2,70,140
C0555,2025-03-03,Felisa Montaña Coronado,Argentina,Laptop,4,950,3800
C0556,2025-03-13,Fermín Marco Perea,Perú,Teclado,1,35,35
C0557,2025-03-06,Andrea Sanabria Rivas,Colombia,Tablet,5,250,1250
C0558,2025-03-26,Cleto Urbano Higueras Benavent,Ecuador,Tablet,2,250,500
C0559,2025-03-25,Jose Manuel del Tena,Ecuador,Tablet,5,250,1250
C0560,2025-03-18,Esmeralda Jerez Ferrándiz,Perú,Audífonos,2,50,100
C0561,2025-03-17,Valeria del Company,Ecuador,Tablet,5,250,1250
C0562,2025-03-01,Dora Torrent,Perú,Tablet,3,250,750
C0563,2025-03-05,Juliana Rozas,Argentina,Impresora,2,300,600
C0564,2025-03-25,Danilo Paredes Mulet,Colombia,Webcam,5,70,350
C0565,2025-03-07,Bruno Cuenca Sevilla,Argentina,Router,1,100,100
C0566,2025-03-03,Pascual Esteve Prieto,Chile,Audífonos,3,50,150
C0567,2025-03-21,Gala Baeza Carballo,Colombia,Router,3,100,300
C0568,2025-03-24,Olivia Sandoval Guzman,Argentina,Laptop,1,950,950
C0569,2025-03-23,Ceferino de Pazos,Colombia,Mouse,5,20,100
C0570,2025-03-04,Pablo Seguí Ballester,Perú,Mouse,4,20,80
C0571,2025-03-17,Nico Polo,Colombia,Monitor,1,200,200
C0572,2025-03-07,Fabricio Feliu Pla,Chile,Audífonos,5,50,250
C0573,2025-03-25,Candelas Belmonte Casanovas,Colombia,Audífonos,1,50,50
C0574,2025-03-08,Angelita Mariscal Priego,Argentina,Tablet,1,250,250
C0575,2025-03-10,Luis Ángel Roca Rosselló,Ecuador,Impresora,2,300,600
C0576,2025-03-01,Hernando Castell Fábregas,Chile,Impresora,5,300,1500
C0577,2025-03-21,Eugenio Dueñas Tamayo,Ecuador,Webcam,4,70,280
C0578,2025-03-19,Ceferino Alcázar Boada,Perú,Mouse,2,20,40
C0579,2025-03-06,Francisco Bueno Querol,Argentina,Teclado,1,35,35
C0580,2025-03-13,Fulgencio Mate Ortega,Colombia,Audífonos,1,50,50
C0581,2025-03-11,María Ángeles Imelda Pinedo Moles,Perú,Monitor,1,200,200
C0582,2025-03-03,Clara Amaya Álamo,Argentina,Impresora,5,300,1500
C0583,2025-03-08,Luna Comas Borja,Chile,Monitor,5,200,1000
C0584,2025-03-11,Andrea del Font,Colombia,Monitor,2,200,400
C0585,2025-03-26,Martin Vicente-Font,Chile,Monitor,4,200,800
C0586,2025-03-22,Salomón Ortiz Tello,Perú,Monitor,2,200,400
C0587,2025-03-01,Renato Frutos,Chile,Monitor,3,200,600
C0588,2025-03-20,Inmaculada Aguiló Izaguirre,Chile,Silla ergonómica,1,150,150
C0589,2025-03-21,Emiliana Priego,Perú,Teclado,1,35,35
C0590,2025-03-15,Olegario Paniagua Barba,Ecuador,Mouse,1,20,20
C0591,2025-03-22,Dolores Quero Pinilla,Ecuador,Router,2,100,200
C0592,2025-03-26,Alfredo Puente Ruiz,Argentina,Laptop,2,950,1900
C0593,2025-03-22,Violeta Galán Sans,Argentina,Laptop,1,950,950
C0594,2025-03-04,Zaira de Roura,Colombia,Audífonos,2,50,100
C0595,2025-03-07,Esteban Merino Canals,Argentina,Audífonos,5,50,250
C0596,2025-03-19,Ligia Ureña Leon,Colombia,Silla ergonómica,5,150,750
C0597,2025-03-21,Calixto del Cano,Perú,Router,2,100,200
C0598,2025-03-19,Alex Cañellas Escrivá,Chile,Tablet,1,250,250
C0599,2025-03-16,Bautista Valcárcel Palau,Perú,Webcam,2,70,140
C0600,2025-03-10,Adán Ferrán Yuste,Chile,Silla ergonómica,2,150,300
C0601,2025-03-09,Rufina Azcona-Manuel,Chile,Laptop,2,950,1900
C0602,2025-03-15,Jesús Peláez Elías,Argentina,Webcam,3,70,210
C0603,2025-03-22,Maura Calvo Calleja,Colombia,Tablet,5,250,1250
C0604,2025-03-25,Angelino Espada,Ecuador,Tablet,4,250,1000
C0605,2025-03-24,Fabián Conde Río,Perú,Webcam,4,70,280
C0606,2025-03-21,Elías Montserrat Pinedo,Chile,Router,3,100,300
C0607,2025-03-09,Purificación Ureña Manso,Ecuador,Tablet,2,250,500
C0608,2025-03-22,Leoncio Macario Feijoo Caparrós,Colombia,Audífonos,3,50,150
C0609,2025-03-05,Lola Rivero Borja,Ecuador,Laptop,3,950,2850
C0610,2025-03-15,Juanito Cerdá Sainz,Chile,Webcam,1,70,70
C0611,2025-03-13,Rita Girón Fajardo,Argentina,Mouse,5,20,100
C0612,2025-03-09,Elías Cerezo Roura,Perú,Audífonos,4,50,200
C0613,2025-03-23,Rodrigo Barrios Estrada,Argentina,Impresora,2,300,600
C0614,2025-03-01,Augusto Carlos Roselló,Chile,Tablet,4,250,1000
C0615,2025-03-15,Haydée Galindo Alcalá,Perú,Monitor,4,200,800
C0616,2025-03-13,José María Ruperto Tirado Guardiola,Perú,Router,5,100,500
C0617,2025-03-27,Palmira Mancebo Feijoo,Argentina,Audífonos,4,50,200
C0618,2025-03-27,Basilio Prada Hoz,Perú,Teclado,4,35,140
C0619,2025-03-16,Albano del Ribas,Colombia,Webcam,3,70,210
C0620,2025-03-21,Felicidad Vázquez Pedrosa,Chile,Webcam,5,70,350
C0621,2025-03-04,Rufino Tolosa Carbó,Perú,Audífonos,1,50,50
C0622,2025-03-06,Gervasio Peña Urrutia,Colombia,Impresora,2,300,600
C0623,2025-03-16,Juan Luis Luque Franch,Colombia,Teclado,4,35,140
C0624,2025-03-24,Renata Pardo-Arcos,Argentina,Teclado,2,35,70
C0625,2025-03-06,Clotilde Ríos,Argentina,Monitor,1,200,200
C0626,2025-03-21,Ricardo Gomez Llanos,Ecuador,Impresora,2,300,600
C0627,2025-03-11,Haydée Prat Pla,Chile,Tablet,1,250,250
C0628,2025-03-18,Ariel Peralta Diego,Colombia,Webcam,3,70,210
C0629,2025-03-02,Begoña Mayo Ibáñez,Chile,Teclado,4,35,140
C0630,2025-03-06,Flavia Riba Morcillo,Chile,Router,1,100,100
C0631,2025-03-02,María Amo Higueras,Ecuador,Teclado,2,35,70
C0632,2025-03-02,Rolando Teruel Barco,Colombia,Router,4,100,400
C0633,2025-03-02,Nacio de Francisco,Chile,Tablet,3,250,750
C0634,2025-03-24,Xavier Pastor Agustí,Argentina,Audífonos,4,50,200
C0635,2025-03-03,Silvio del Plana,Colombia,Impresora,1,300,300
C0636,2025-03-22,Gabino Sans Casal,Perú,Tablet,3,250,750
C0637,2025-03-27,Alma Arribas Barros,Argentina,Laptop,2,950,1900
C0638,2025-03-07,Leocadio Tomas Ojeda,Colombia,Mouse,3,20,60
C0639,2025-03-22,Pepe Herrera Castejón,Chile,Laptop,3,950,2850
C0640,2025-03-20,Macarena Pujadas Iglesia,Chile,Impresora,5,300,1500
C0641,2025-03-18,Amando Ribas Ripoll,Colombia,Mouse,3,20,60
C0642,2025-03-22,Cesar Zabaleta Robledo,Colombia,Audífonos,3,50,150
C0643,2025-03-13,Rosario del Rosell,Perú,Audífonos,4,50,200
C0644,2025-03-18,Gracia Crespi Leiva,Perú,Tablet,2,250,500
C0645,2025-03-15,Eusebio Sola Sabater,Argentina,Impresora,4,300,1200
C0646,2025-03-17,Visitación Trujillo Batalla,Perú,Laptop,4,950,3800
C0647,2025-03-18,María Fernanda Barrera Jaén,Colombia,Mouse,1,20,20
C0648,2025-03-17,Adrián Ros Dominguez,Perú,Silla ergonómica,4,150,600
C0649,2025-03-09,Manola Araujo-Collado,Chile,Silla ergonómica,5,150,750
C0650,2025-03-04,Iván Espada,Argentina,Tablet,5,250,1250
C0651,2025-03-26,Zoraida Vilalta-Donoso,Chile,Impresora,1,300,300
C0652,2025-03-08,Dominga de Portillo,Perú,Audífonos,2,50,100
C0653,2025-03-17,Alma Castells-Mármol,Argentina,Router,2,100,200
C0654,2025-03-07,Hortensia Alcalde,Colombia,Mouse,4,20,80
C0655,2025-03-22,Rómulo Montes Cervantes,Colombia,Silla ergonómica,4,150,600
C0656,2025-03-07,Ileana Cáceres Osuna,Perú,Router,4,100,400
C0657,2025-03-23,Paola Nogués Mateu,Chile,Teclado,2,35,70
C0658,2025-03-23,Visitación del Pol,Perú,Webcam,3,70,210
C0659,2025-03-11,Hernán Chico Fortuny,Argentina,Silla ergonómica,5,150,750
C0660,2025-03-27,Chucho Múgica,Colombia,Mouse,3,20,60
C0661,2025-03-17,Dominga del Padilla,Ecuador,Teclado,3,35,105
C0662,2025-03-07,Pepito Frutos Sosa,Perú,Monitor,2,200,400
C0663,2025-03-20,Regina Palacio Agullo,Perú,Audífonos,3,50,150
C0664,2025-03-01,Fortunata Pomares Cano,Perú,Impresora,1,300,300
C0665,2025-03-03,José Antonio Pacheco Gabaldón,Argentina,Webcam,4,70,280
C0666,2025-03-14,Ale Manrique Bilbao,Perú,Router,1,100,100
C0667,2025-03-03,Caridad Daza Merino,Perú,Silla ergonómica,5,150,750
C0668,2025-03-20,Adelaida Villalonga Trillo,Argentina,Router,4,100,400
C0669,2025-03-21,Valentina Amador Ávila,Colombia,Teclado,3,35,105
C0670,2025-03-25,Pancho Bas-Mena,Chile,Laptop,5,950,4750
C0671,2025-03-27,Trinidad Franch Flores,Chile,Monitor,4,200,800
C0672,2025-03-20,Abraham Llobet Alfonso,Perú,Mouse,3,20,60
C0673,2025-03-18,Olalla Montserrat Sanjuan,Chile,Teclado,1,35,35
C0674,2025-03-26,Cleto Santana-Segarra,Colombia,Mouse,4,20,80
C0675,2025-03-14,Fulgencio Pozuelo,Ecuador,Mouse,3,20,60
C0676,2025-03-03,Encarnación Jurado Sanabria,Colombia,Tablet,1,250,250
C0677,2025-03-06,Hernán Alvarado Mendoza,Ecuador,Laptop,5,950,4750
C0678,2025-03-12,Martirio Cañete Bellido,Colombia,Tablet,5,250,1250
C0679,2025-03-16,Esther Olivera Gallart,Ecuador,Mouse,5,20,100
C0680,2025-03-13,Tamara Alemany Herrera,Perú,Silla ergonómica,5,150,750
C0681,2025-03-14,Carmen Rosa Castilla,Chile,Mouse,2,20,40
C0682,2025-03-22,Ángel Trillo Agustín,Colombia,Impresora,4,300,1200
C0683,2025-03-19,Isidoro Pedrosa,Chile,Monitor,4,200,800
C0684,2025-03-27,Juana Piñeiro Clavero,Perú,Router,2,100,200
C0685,2025-03-03,Ariel Expósito Baeza,Chile,Teclado,3,35,105
C0686,2025-03-04,León Salinas Palau,Argentina,Teclado,3,35,105
C0687,2025-03-20,Loreto Plaza Carrillo,Ecuador,Laptop,5,950,4750
C0688,2025-03-15,Cebrián Leocadio Almazán Luján,Perú,Audífonos,1,50,50
C0689,2025-03-01,Asdrubal del Coloma,Colombia,Router,3,100,300
C0690,2025-03-15,Serafina Álamo Espinosa,Argentina,Impresora,1,300,300
